Component,Filename,fileFormat,resourceType,dataType,dataSubtype,assay,individualID,species,sex,age,ageUnit,diagnosis,nf1Genotype,nf2Genotype,tumorType,modelSystemName,organ,comments,parentSpecimenID,specimenID,aliquotID,platform,nucleicAcidSource,specimenPreparationMethod,specimenType,runType,libraryStrand,libraryPrep,libraryPreparationMethod,readPair,readLength,readDepth,targetDepth,batchID,genePerturbed,genePerturbationType,genePerturbationTechnology,experimentalCondition,isCellLine,eTag,fundingAgency,studyId,studyName,initiative,entityId
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016814_SRR31653896_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276295,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674121: VEH-5-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276295,GSM8674121: VEH-5-Day-3,SRR31653896_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653896_VEH-5-Day-3,SHP2,,,VEH-5-Day-3,No,7079b705-7502-4d45-a9d6-3c4baad2a0f1,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647746
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016817_SRR31653893_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276292,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674124: Shp-5-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276292,GSM8674124: Shp-5-Day-3,SRR31653893_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653893_Shp-5-Day-3,SHP2,,,Shp-5-Day-3,No,5f25df9a-dafa-4bbb-b6d3-b58e1ad7f219,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647747
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016826_SRR31653884_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674133: Shp-21-Day-6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653884_Shp-21-Day-6,SHP2,,,Shp-21-Day-6,No,8620c3e1-a3d5-49c5-af56-255c7eaa8248,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647748
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016825_SRR31653885_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276283,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674132: Shp-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276283,GSM8674132: Shp-5-Day-2,SRR31653885_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653885_Shp-5-Day-2,SHP2,,,Shp-5-Day-2,No,993dbdac-cea3-4fc4-abcf-b0eb8aabf369,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647749
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016826_SRR31653884_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674133: Shp-21-Day-6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653884_Shp-21-Day-6,SHP2,,,Shp-21-Day-6,No,cbdf3078-a599-4407-8544-f942718d9d5b,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647750
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016823_SRR31653887_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276285,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674130: VEH-5-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276285,GSM8674130: VEH-5-Day-1,SRR31653887_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653887_VEH-5-Day-1,SHP2,,,VEH-5-Day-1,No,b735a502-43bc-4e2f-82dc-7ea4915d78f7,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647751
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016823_SRR31653887_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276285,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674130: VEH-5-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276285,GSM8674130: VEH-5-Day-1,SRR31653887_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653887_VEH-5-Day-1,SHP2,,,VEH-5-Day-1,No,c5a22634-0621-43c8-91fa-6dbc14e88b80,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647752
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016817_SRR31653893_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276292,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674124: Shp-5-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276292,GSM8674124: Shp-5-Day-3,SRR31653893_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653893_Shp-5-Day-3,SHP2,,,Shp-5-Day-3,No,06052eb9-c8f7-4773-85e6-0d7aeeb61dcd,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647753
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016801_SRR31653909_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276311,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674108: S6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276311,GSM8674108: S6,SRR31653909_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653909_S6,SHP2,,,S6,No,4c68b06d-32a7-4376-bef9-789edb3778e2,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647754
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016816_SRR31653894_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276293,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674123: VEH-5-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276293,GSM8674123: VEH-5-Day-4,SRR31653894_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653894_VEH-5-Day-4,SHP2,,,VEH-5-Day-4,No,b9b96c3a-7e55-4e40-a39a-92fddbc35a1a,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647755
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016815_SRR31653895_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276294,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674122: Shp-21-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276294,GSM8674122: Shp-21-Day-4,SRR31653895_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653895_Shp-21-Day-4,SHP2,,,Shp-21-Day-4,No,15841e77-8067-409e-a87e-4f659d75d142,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647756
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016824_SRR31653886_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276284,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674131: Shp-21-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276284,GSM8674131: Shp-21-Day-2,SRR31653886_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653886_Shp-21-Day-2,SHP2,,,Shp-21-Day-2,No,804fbc0e-6964-466c-aedb-f23a47beecc7,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647757
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016814_SRR31653896_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276295,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674121: VEH-5-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276295,GSM8674121: VEH-5-Day-3,SRR31653896_2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653896_VEH-5-Day-3,SHP2,,,VEH-5-Day-3,No,7aaef017-22f4-424d-bc1e-1d29a322b5be,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647758
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016815_SRR31653895_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276294,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample GSM8674122: Shp-21-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated Malignant Peripheral Nerve Sheath Tumors. The study aims to understand resistance mechanisms and potential therapeutic strategies.",SAMN45276294,GSM8674122: Shp-21-Day-4,SRR31653895_1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653895_Shp-21-Day-4,SHP2,,,Shp-21-Day-4,No,f5e2ea28-a158-4e9e-b90b-9cbb63d351b9,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647759
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016818_SRR31653892_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276291,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276291,GSM8674125: VEH-5-Day-2,SRR31653892_VEH-5-Day-2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653892,SHP2,,,VEH-5-Day-2,No,6288e7b4-ad3a-4745-8963-ce186f737ce3,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647760
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016802_SRR31653908_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884_Shp-21-Day-6,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653884,SHP2,,,Shp-21-Day-6,No,edd89589-7bad-4549-bb58-e84ffca9c5fe,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647761
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016824_SRR31653886_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276284,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276284,GSM8674131: Shp-21-Day-2,SRR31653886_Shp-21-Day-2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653886,SHP2,,,Shp-21-Day-2,No,9cc28bff-bfcc-4746-9869-23e1e75e9996,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647762
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016816_SRR31653894_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276293,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276293,GSM8674123: VEH-5-Day-4,SRR31653894_VEH-5-Day-4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653894,SHP2,,,VEH-5-Day-4,No,ea4bd331-8a10-475b-94b5-ee77ee3683b1,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647763
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016822_SRR31653888_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276286,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276286,GSM8674129: Shp-5-Day-4,SRR31653888_Shp-5-Day-4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653888,SHP2,,,Shp-5-Day-4,No,5345636e-5333-4491-bb11-170dc5f44323,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647764
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016825_SRR31653885_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276283,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276283,GSM8674132: Shp-5-Day-2,SRR31653885_Shp-5-Day-2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653885,SHP2,,,Shp-5-Day-2,No,ac4d46a7-aebc-4373-91cd-eda8898a4acd,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647765
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016800_SRR31653910_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276312,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample S2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276312,GSM8674107: S2,SRR31653910_S2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653910,SHP2,,,S2,No,af22f665-21ce-4fd6-89bf-ce05e04e4d06,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647766
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016799_SRR31653911_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276313,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample V3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276313,GSM8674106: V3,SRR31653911_V3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653911,SHP2,,,V3,No,246059fb-5398-47be-b337-6a8d983a954f,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647767
